"ST","CTY","NAICS","Total_RCPTOT","Total_ESTAB","Year"
17,131,"4853",399829,13454,2007
17,133,"23",5722095,104878,2007
17,133,"236",2504171,33615,2007
17,133,"2361",2316760,30618,2007
17,133,"237",144129,1597,2007
17,133,"2371",8043,125,2007
17,133,"2372",77256,474,2007
17,133,"23721",77256,474,2007
17,133,"2379",35371,590,2007
17,133,"23799",35371,590,2007
17,133,"238",3067694,69548,2007
17,133,"2381",487307,10267,2007
17,133,"2382",551877,11736,2007
17,133,"23821",245328,5654,2007
17,133,"23822",272949,5320,2007
17,133,"23829",27960,596,2007
17,133,"2383",1160514,29466,2007
17,133,"2389",863491,17982,2007
17,133,"484",2396611,28714,2007
17,133,"4841",2265343,26834,2007
17,133,"48411",682510,9333,2007
17,133,"4842",124973,1801,2007
17,133,"4853",399829,13454,2007
17,135,"23",5722095,104878,2007
17,135,"236",2504171,33615,2007
17,135,"2361",2316760,30618,2007
17,135,"237",144129,1597,2007
17,135,"2379",35371,590,2007
17,135,"23799",35371,590,2007
17,135,"238",3067694,69548,2007
17,135,"2381",487307,10267,2007
17,135,"2382",551877,11736,2007
17,135,"23821",245328,5654,2007
17,135,"23822",272949,5320,2007
17,135,"23829",27960,596,2007
17,135,"2383",1160514,29466,2007
17,135,"2389",863491,17982,2007
17,135,"484",2396611,28714,2007
17,135,"4841",2265343,26834,2007
17,135,"48411",682510,9333,2007
17,135,"4842",124973,1801,2007
17,137,"23",5722095,104878,2007
17,137,"236",2504171,33615,2007
17,137,"2361",2316760,30618,2007
17,137,"237",144129,1597,2007
17,137,"2372",77256,474,2007
17,137,"23721",77256,474,2007
17,137,"2373",11653,220,2007
17,137,"23731",11653,220,2007
17,137,"2379",35371,590,2007
17,137,"23799",35371,590,2007
17,137,"238",3067694,69548,2007
17,137,"2381",487307,10267,2007
17,137,"2382",551877,11736,2007
17,137,"23821",245328,5654,2007
17,137,"23822",272949,5320,2007
17,137,"23829",27960,596,2007
17,137,"2383",1160514,29466,2007
17,137,"2389",863491,17982,2007
17,137,"484",2396611,28714,2007
17,137,"4841",2265343,26834,2007
17,137,"48411",682510,9333,2007
17,137,"4842",124973,1801,2007
17,137,"4853",399829,13454,2007
17,139,"23",5722095,104878,2007
17,139,"236",2504171,33615,2007
17,139,"2361",2316760,30618,2007
17,139,"237",144129,1597,2007
17,139,"2371",8043,125,2007
17,139,"238",3067694,69548,2007
17,139,"2381",487307,10267,2007
17,139,"2382",551877,11736,2007
17,139,"23821",245328,5654,2007
17,139,"23822",272949,5320,2007
17,139,"23829",27960,596,2007
17,139,"2383",1160514,29466,2007
17,139,"2389",863491,17982,2007
17,139,"484",2396611,28714,2007
17,139,"4841",2265343,26834,2007
17,139,"48411",682510,9333,2007
17,139,"4842",124973,1801,2007
17,139,"4853",399829,13454,2007
17,141,"23",5722095,104878,2007
17,141,"236",2504171,33615,2007
17,141,"2361",2316760,30618,2007
17,141,"237",144129,1597,2007
17,141,"2372",77256,474,2007
17,141,"23721",77256,474,2007
17,141,"2373",11653,220,2007
17,141,"23731",11653,220,2007
17,141,"2379",35371,590,2007
17,141,"23799",35371,590,2007
17,141,"238",3067694,69548,2007
17,141,"2381",487307,10267,2007
17,141,"2382",551877,11736,2007
17,141,"23821",245328,5654,2007
17,141,"23822",272949,5320,2007
17,141,"23829",27960,596,2007
17,141,"2383",1160514,29466,2007
17,141,"2389",863491,17982,2007
17,141,"484",2396611,28714,2007
17,141,"4841",2265343,26834,2007
17,141,"48411",682510,9333,2007
17,141,"4842",124973,1801,2007
17,141,"4853",399829,13454,2007
17,143,"23",5722095,104878,2007
17,143,"236",2504171,33615,2007
17,143,"2361",2316760,30618,2007
17,143,"237",144129,1597,2007
17,143,"2371",8043,125,2007
17,143,"2372",77256,474,2007
17,143,"23721",77256,474,2007
17,143,"2373",11653,220,2007
17,143,"23731",11653,220,2007
17,143,"2379",35371,590,2007
17,143,"23799",35371,590,2007
17,143,"238",3067694,69548,2007
17,143,"2381",487307,10267,2007
17,143,"2382",551877,11736,2007
17,143,"23821",245328,5654,2007
17,143,"23822",272949,5320,2007
17,143,"23829",27960,596,2007
17,143,"2383",1160514,29466,2007
17,143,"2389",863491,17982,2007
17,143,"484",2396611,28714,2007
17,143,"4841",2265343,26834,2007
17,143,"48411",682510,9333,2007
17,143,"4842",124973,1801,2007
17,143,"4853",399829,13454,2007
17,145,"23",5722095,104878,2007
17,145,"236",2504171,33615,2007
17,145,"2361",2316760,30618,2007
17,145,"237",144129,1597,2007
17,145,"2372",77256,474,2007
17,145,"23721",77256,474,2007
17,145,"2373",11653,220,2007
17,145,"23731",11653,220,2007
17,145,"2379",35371,590,2007
17,145,"23799",35371,590,2007
17,145,"238",3067694,69548,2007
17,145,"2381",487307,10267,2007
17,145,"2382",551877,11736,2007
17,145,"23821",245328,5654,2007
17,145,"23822",272949,5320,2007
17,145,"23829",27960,596,2007
17,145,"2383",1160514,29466,2007
17,145,"2389",863491,17982,2007
17,145,"484",2396611,28714,2007
17,145,"4841",2265343,26834,2007
17,145,"48411",682510,9333,2007
17,145,"4842",124973,1801,2007
17,145,"4853",399829,13454,2007
17,147,"23",5722095,104878,2007
17,147,"236",2504171,33615,2007
17,147,"2361",2316760,30618,2007
17,147,"237",144129,1597,2007
17,147,"2372",77256,474,2007
17,147,"23721",77256,474,2007
17,147,"2379",35371,590,2007
17,147,"23799",35371,590,2007
17,147,"238",3067694,69548,2007
17,147,"2381",487307,10267,2007
17,147,"2382",551877,11736,2007
17,147,"23821",245328,5654,2007
17,147,"23822",272949,5320,2007
17,147,"2383",1160514,29466,2007
17,147,"2389",863491,17982,2007
17,147,"484",2396611,28714,2007
17,147,"4841",2265343,26834,2007
17,147,"48411",682510,9333,2007
17,147,"4842",124973,1801,2007
17,147,"4853",399829,13454,2007
17,149,"23",5722095,104878,2007
17,149,"236",2504171,33615,2007
17,149,"2361",2316760,30618,2007
17,149,"237",144129,1597,2007
17,149,"2371",8043,125,2007
17,149,"2372",77256,474,2007
17,149,"23721",77256,474,2007
17,149,"2373",11653,220,2007
17,149,"23731",11653,220,2007
17,149,"2379",35371,590,2007
17,149,"23799",35371,590,2007
17,149,"238",3067694,69548,2007
17,149,"2381",487307,10267,2007
17,149,"2382",551877,11736,2007
17,149,"23821",245328,5654,2007
17,149,"23822",272949,5320,2007
17,149,"23829",27960,596,2007
17,149,"2383",1160514,29466,2007
17,149,"2389",863491,17982,2007
17,149,"484",2396611,28714,2007
17,149,"4841",2265343,26834,2007
17,149,"48411",682510,9333,2007
17,149,"4842",124973,1801,2007
17,149,"4853",399829,13454,2007
17,151,"23",5722095,104878,2007
17,151,"236",2504171,33615,2007
17,151,"2361",2316760,30618,2007
17,151,"237",144129,1597,2007
17,151,"2373",11653,220,2007
17,151,"23731",11653,220,2007
17,151,"2379",35371,590,2007
17,151,"23799",35371,590,2007
17,151,"238",3067694,69548,2007
17,151,"2381",487307,10267,2007
17,151,"2382",551877,11736,2007
17,151,"23821",245328,5654,2007
17,151,"23822",272949,5320,2007
17,151,"2383",1160514,29466,2007
17,151,"2389",863491,17982,2007
17,151,"484",2396611,28714,2007
17,151,"4841",2265343,26834,2007
17,151,"48411",682510,9333,2007
17,151,"4842",124973,1801,2007
17,153,"23",5722095,104878,2007
17,153,"236",2504171,33615,2007
17,153,"2361",2316760,30618,2007
17,153,"237",144129,1597,2007
17,153,"2379",35371,590,2007
17,153,"23799",35371,590,2007
17,153,"238",3067694,69548,2007
17,153,"2381",487307,10267,2007
17,153,"2382",551877,11736,2007
17,153,"23821",245328,5654,2007
17,153,"23822",272949,5320,2007
17,153,"2383",1160514,29466,2007
17,153,"2389",863491,17982,2007
17,153,"484",2396611,28714,2007
17,153,"4841",2265343,26834,2007
17,153,"48411",682510,9333,2007
17,153,"4842",124973,1801,2007
17,155,"23",5722095,104878,2007
17,155,"236",2504171,33615,2007
17,155,"2361",2316760,30618,2007
17,155,"237",144129,1597,2007
17,155,"2372",77256,474,2007
17,155,"23721",77256,474,2007
17,155,"238",3067694,69548,2007
17,155,"2381",487307,10267,2007
17,155,"2382",551877,11736,2007
17,155,"23821",245328,5654,2007
17,155,"23822",272949,5320,2007
17,155,"2383",1160514,29466,2007
17,155,"2389",863491,17982,2007
17,155,"484",2396611,28714,2007
17,155,"4841",2265343,26834,2007
17,155,"48411",682510,9333,2007
17,155,"4842",124973,1801,2007
17,155,"4853",399829,13454,2007
17,157,"23",5722095,104878,2007
17,157,"236",2504171,33615,2007
17,157,"2361",2316760,30618,2007
17,157,"237",144129,1597,2007
17,157,"2372",77256,474,2007
17,157,"23721",77256,474,2007
17,157,"2373",11653,220,2007
17,157,"23731",11653,220,2007
17,157,"2379",35371,590,2007
17,157,"23799",35371,590,2007
17,157,"238",3067694,69548,2007
17,157,"2381",487307,10267,2007
17,157,"2382",551877,11736,2007
17,157,"23821",245328,5654,2007
17,157,"23822",272949,5320,2007
17,157,"23829",27960,596,2007
17,157,"2383",1160514,29466,2007
17,157,"2389",863491,17982,2007
17,157,"484",2396611,28714,2007
17,157,"4841",2265343,26834,2007
17,157,"48411",682510,9333,2007
17,157,"4842",124973,1801,2007
17,157,"4853",399829,13454,2007
17,159,"23",5722095,104878,2007
17,159,"236",2504171,33615,2007
17,159,"2361",2316760,30618,2007
17,159,"238",3067694,69548,2007
17,159,"2381",487307,10267,2007
17,159,"2382",551877,11736,2007
17,159,"23821",245328,5654,2007
17,159,"23822",272949,5320,2007
17,159,"23829",27960,596,2007
17,159,"2383",1160514,29466,2007
17,159,"2389",863491,17982,2007
17,159,"484",2396611,28714,2007
17,159,"4841",2265343,26834,2007
17,159,"48411",682510,9333,2007
17,159,"4842",124973,1801,2007
17,161,"23",5722095,104878,2007
17,161,"236",2504171,33615,2007
17,161,"2361",2316760,30618,2007
17,161,"237",144129,1597,2007
17,161,"2371",8043,125,2007
17,161,"2372",77256,474,2007
17,161,"23721",77256,474,2007
17,161,"2373",11653,220,2007
17,161,"23731",11653,220,2007
17,161,"2379",35371,590,2007
17,161,"23799",35371,590,2007
17,161,"238",3067694,69548,2007
17,161,"2381",487307,10267,2007
17,161,"2382",551877,11736,2007
17,161,"23821",245328,5654,2007
17,161,"23822",272949,5320,2007
17,161,"23829",27960,596,2007
17,161,"2383",1160514,29466,2007
17,161,"2389",863491,17982,2007
17,161,"484",2396611,28714,2007
17,161,"4841",2265343,26834,2007
17,161,"48411",682510,9333,2007
17,161,"4842",124973,1801,2007
17,161,"4853",399829,13454,2007
17,163,"23",5722095,104878,2007
17,163,"236",2504171,33615,2007
17,163,"2361",2316760,30618,2007
17,163,"237",144129,1597,2007
17,163,"2371",8043,125,2007
17,163,"2372",77256,474,2007
17,163,"23721",77256,474,2007
17,163,"2373",11653,220,2007
17,163,"23731",11653,220,2007
17,163,"2379",35371,590,2007
17,163,"23799",35371,590,2007
17,163,"238",3067694,69548,2007
17,163,"2381",487307,10267,2007
17,163,"2382",551877,11736,2007
17,163,"23821",245328,5654,2007
17,163,"23822",272949,5320,2007
17,163,"23829",27960,596,2007
17,163,"2383",1160514,29466,2007
17,163,"2389",863491,17982,2007
17,163,"484",2396611,28714,2007
17,163,"4841",2265343,26834,2007
17,163,"48411",682510,9333,2007
17,163,"4842",124973,1801,2007
17,163,"4853",399829,13454,2007
17,165,"23",5722095,104878,2007
17,165,"236",2504171,33615,2007
17,165,"2361",2316760,30618,2007
17,165,"237",144129,1597,2007
17,165,"2372",77256,474,2007
17,165,"23721",77256,474,2007
17,165,"2379",35371,590,2007
17,165,"23799",35371,590,2007
17,165,"238",3067694,69548,2007
17,165,"2381",487307,10267,2007
17,165,"2382",551877,11736,2007
17,165,"23821",245328,5654,2007
17,165,"23822",272949,5320,2007
17,165,"23829",27960,596,2007
17,165,"2383",1160514,29466,2007
17,165,"2389",863491,17982,2007
17,165,"484",2396611,28714,2007
17,165,"4841",2265343,26834,2007
17,165,"48411",682510,9333,2007
17,165,"4842",124973,1801,2007
17,167,"23",5722095,104878,2007
17,167,"236",2504171,33615,2007
17,167,"2361",2316760,30618,2007
17,167,"237",144129,1597,2007
17,167,"2372",77256,474,2007
17,167,"23721",77256,474,2007
17,167,"2373",11653,220,2007
17,167,"23731",11653,220,2007
17,167,"2379",35371,590,2007
17,167,"23799",35371,590,2007
17,167,"238",3067694,69548,2007
17,167,"2381",487307,10267,2007
17,167,"2382",551877,11736,2007
17,167,"23821",245328,5654,2007
17,167,"23822",272949,5320,2007
17,167,"23829",27960,596,2007
17,167,"2383",1160514,29466,2007
17,167,"2389",863491,17982,2007
17,167,"484",2396611,28714,2007
17,167,"4841",2265343,26834,2007
17,167,"48411",682510,9333,2007
17,167,"4842",124973,1801,2007
17,167,"4853",399829,13454,2007
17,169,"23",5722095,104878,2007
17,169,"236",2504171,33615,2007
17,169,"2361",2316760,30618,2007
17,169,"237",144129,1597,2007
17,169,"2379",35371,590,2007
17,169,"23799",35371,590,2007
17,169,"238",3067694,69548,2007
17,169,"2381",487307,10267,2007
17,169,"2382",551877,11736,2007
17,169,"23822",272949,5320,2007
17,169,"23829",27960,596,2007
17,169,"2383",1160514,29466,2007
17,169,"2389",863491,17982,2007
17,169,"484",2396611,28714,2007
17,169,"4841",2265343,26834,2007
17,169,"48411",682510,9333,2007
17,169,"4853",399829,13454,2007
17,171,"23",5722095,104878,2007
17,171,"236",2504171,33615,2007
17,171,"2361",2316760,30618,2007
17,171,"237",144129,1597,2007
17,171,"2373",11653,220,2007
17,171,"23731",11653,220,2007
17,171,"2379",35371,590,2007
17,171,"23799",35371,590,2007
17,171,"238",3067694,69548,2007
17,171,"2381",487307,10267,2007
17,171,"2382",551877,11736,2007
17,171,"23821",245328,5654,2007
17,171,"23822",272949,5320,2007
17,171,"23829",27960,596,2007
17,171,"2383",1160514,29466,2007
17,171,"2389",863491,17982,2007
17,171,"484",2396611,28714,2007
17,171,"4841",2265343,26834,2007
17,171,"48411",682510,9333,2007
17,171,"4842",124973,1801,2007
17,173,"23",5722095,104878,2007
17,173,"236",2504171,33615,2007
17,173,"2361",2316760,30618,2007
17,173,"237",144129,1597,2007
17,173,"2371",8043,125,2007
17,173,"2373",11653,220,2007
17,173,"23731",11653,220,2007
17,173,"2379",35371,590,2007
17,173,"23799",35371,590,2007
17,173,"238",3067694,69548,2007
17,173,"2381",487307,10267,2007
17,173,"2382",551877,11736,2007
17,173,"23821",245328,5654,2007
17,173,"23822",272949,5320,2007
17,173,"23829",27960,596,2007
17,173,"2383",1160514,29466,2007
17,173,"2389",863491,17982,2007
17,173,"484",2396611,28714,2007
17,173,"4841",2265343,26834,2007
17,173,"48411",682510,9333,2007
17,173,"4842",124973,1801,2007
17,175,"23",5722095,104878,2007
17,175,"236",2504171,33615,2007
17,175,"2361",2316760,30618,2007
17,175,"238",3067694,69548,2007
17,175,"2381",487307,10267,2007
17,175,"2382",551877,11736,2007
17,175,"23821",245328,5654,2007
17,175,"23822",272949,5320,2007
17,175,"2383",1160514,29466,2007
17,175,"2389",863491,17982,2007
17,175,"484",2396611,28714,2007
17,175,"4841",2265343,26834,2007
17,175,"48411",682510,9333,2007
17,177,"23",5722095,104878,2007
17,177,"236",2504171,33615,2007
17,177,"2361",2316760,30618,2007
17,177,"237",144129,1597,2007
17,177,"2372",77256,474,2007
17,177,"23721",77256,474,2007
17,177,"2373",11653,220,2007
17,177,"23731",11653,220,2007
17,177,"2379",35371,590,2007
17,177,"23799",35371,590,2007
17,177,"238",3067694,69548,2007
17,177,"2381",487307,10267,2007
17,177,"2382",551877,11736,2007
17,177,"23821",245328,5654,2007
17,177,"23822",272949,5320,2007
17,177,"23829",27960,596,2007
17,177,"2383",1160514,29466,2007
17,177,"2389",863491,17982,2007
17,177,"484",2396611,28714,2007
17,177,"4841",2265343,26834,2007
17,177,"48411",682510,9333,2007
17,177,"4842",124973,1801,2007
17,177,"4853",399829,13454,2007
17,179,"23",5722095,104878,2007
17,179,"236",2504171,33615,2007
17,179,"2361",2316760,30618,2007
17,179,"237",144129,1597,2007
17,179,"2371",8043,125,2007
17,179,"2372",77256,474,2007
17,179,"23721",77256,474,2007
17,179,"2373",11653,220,2007
17,179,"23731",11653,220,2007
17,179,"2379",35371,590,2007
17,179,"23799",35371,590,2007
17,179,"238",3067694,69548,2007
17,179,"2381",487307,10267,2007
17,179,"2382",551877,11736,2007
17,179,"23821",245328,5654,2007
17,179,"23822",272949,5320,2007
17,179,"23829",27960,596,2007
17,179,"2383",1160514,29466,2007
17,179,"2389",863491,17982,2007
17,179,"484",2396611,28714,2007
17,179,"4841",2265343,26834,2007
17,179,"48411",682510,9333,2007
17,179,"4842",124973,1801,2007
17,179,"4853",399829,13454,2007
17,181,"23",5722095,104878,2007
17,181,"236",2504171,33615,2007
17,181,"2361",2316760,30618,2007
17,181,"237",144129,1597,2007
17,181,"2371",8043,125,2007
17,181,"2372",77256,474,2007
17,181,"23721",77256,474,2007
17,181,"2373",11653,220,2007
17,181,"23731",11653,220,2007
17,181,"2379",35371,590,2007
17,181,"23799",35371,590,2007
17,181,"238",3067694,69548,2007
17,181,"2381",487307,10267,2007
17,181,"2382",551877,11736,2007
17,181,"23821",245328,5654,2007
17,181,"23822",272949,5320,2007
17,181,"23829",27960,596,2007
17,181,"2383",1160514,29466,2007
17,181,"2389",863491,17982,2007
17,181,"484",2396611,28714,2007
17,181,"4841",2265343,26834,2007
17,181,"48411",682510,9333,2007
17,181,"4842",124973,1801,2007
17,183,"23",5722095,104878,2007
17,183,"236",2504171,33615,2007
17,183,"2361",2316760,30618,2007
17,183,"237",144129,1597,2007
17,183,"2372",77256,474,2007
17,183,"23721",77256,474,2007
17,183,"2373",11653,220,2007
17,183,"23731",11653,220,2007
17,183,"2379",35371,590,2007
17,183,"23799",35371,590,2007
17,183,"238",3067694,69548,2007
17,183,"2381",487307,10267,2007
17,183,"2382",551877,11736,2007
17,183,"23821",245328,5654,2007
17,183,"23822",272949,5320,2007
17,183,"23829",27960,596,2007
17,183,"2383",1160514,29466,2007
17,183,"2389",863491,17982,2007
17,183,"484",2396611,28714,2007
17,183,"4841",2265343,26834,2007
17,183,"48411",682510,9333,2007
17,183,"4842",124973,1801,2007
17,183,"4853",399829,13454,2007
17,185,"23",5722095,104878,2007
17,185,"236",2504171,33615,2007
17,185,"2361",2316760,30618,2007
17,185,"237",144129,1597,2007
17,185,"2379",35371,590,2007
17,185,"23799",35371,590,2007
17,185,"238",3067694,69548,2007
17,185,"2381",487307,10267,2007
17,185,"2382",551877,11736,2007
17,185,"23821",245328,5654,2007
17,185,"23822",272949,5320,2007
17,185,"23829",27960,596,2007
17,185,"2383",1160514,29466,2007
17,185,"2389",863491,17982,2007
17,185,"484",2396611,28714,2007
17,185,"4841",2265343,26834,2007
17,185,"48411",682510,9333,2007
17,185,"4842",124973,1801,2007
17,185,"4853",399829,13454,2007
17,187,"23",5722095,104878,2007
17,187,"236",2504171,33615,2007
17,187,"2361",2316760,30618,2007
17,187,"237",144129,1597,2007
17,187,"2379",35371,590,2007
17,187,"23799",35371,590,2007
17,187,"238",3067694,69548,2007
17,187,"2381",487307,10267,2007
17,187,"2382",551877,11736,2007
17,187,"23821",245328,5654,2007
17,187,"23822",272949,5320,2007
17,187,"2383",1160514,29466,2007
17,187,"2389",863491,17982,2007
17,187,"484",2396611,28714,2007
17,187,"4841",2265343,26834,2007
